Part5,Labor_Cost_USD,Part_Cost_USD,Days_To_Fail_MinZero,Miles_To_Fail,Customer_Complaint,PROBLEM,Target
46402,42.35,7.08,162,8827,INSTRUMENT PANEL-BRAKE LIGHT COMES ON AT TIMES AND VSA LIGHT STAYS ON,Unconfirmed,0
46402,83.27,22.72,313,6571,"CUSTOMER STATES THE BRAKE PEDAL WILL BECOME VERY STIFF WHEN THE TEMPERATURE OUTSIDE IS BELOW 20 DEGREES SOMETIMES, THE VEHICLE WILL NOT ATTEMPT TO START WHEN THE PEDAL IS HARD AND THE START BUTTON IS PUSHED, MAY TAKE SEVERAL ATTEMPTS TO START. CUSTOM",Unconfirmed,0
46402,19.4,17.89,74,3398,TOWED IN-NO START-BRAKE PEDAL WON`T DEPRESS-VACUUM BLEEDING OUT OF BOOSTER-REPL BOOSTER HOSE. TECHLINE REF# 3955531,Unconfirmed,0
46402,31,32.04,1051,41874,CUSTOMER STATES THAT THE BRAKE PEDAL IS VERY STIFF UPON COLD START UP ENOUGH TO WHERE IT CANNOT BE DEPRESSED IF TEMPS ARE BELOW 20* YOU HAVE TO KEEP PUMPING BRAKE PEDAL UNTILIT WARMS BEFORE BRAKE FEELS NORMAL PLEASE ADVISE,Unconfirmed,0
46402,130,0,6,201,C/S BRAKE LIGHT STAYS ON,Unconfirmed,0
46402,103.2,0,249,1922,CUST STATES AFTER 10 MINUTES OF DRIVING AUTO IDLE STOP ERROR MESSAGE COMES UP/VERIFIED MESSAGE COMES UP CHECKED SYSTEM FOUND CODES P15C7 AND P15C9 DIAG FOUND VACCUME LINE TO BOOSTER PRESSURE SENSOR DISCONNECTED/REATTACHED VACCUME LINE & CLEAR CODES,Unconfirmed,0
46402,10,17.89,170,6076,CHASSIS ELECTRICAL CUSTOMER STATES THAT THE CAR WILL NOT START IN THE MORNINGS  BRAKE PEDAL AND STEERING WHEEL ARE LOCKED UP AND WHEN PUSHING BUTTON TO START  IT IS TELLING CUSTOMER TO PUSH BRAKE PEDA,Unconfirmed,0
46402,19,22.24,125,4616,INSTALL NEW BOOSTER HOSE,Unconfirmed,0
46402,45,18.92,1132,39689,VACUUM BOOSTER TUBE - REPLACE,Unconfirmed,0
46402,67.5,17.89,1001,43577,DURING COLD STARTUP ONLY IN WINTER BRAKE PEDA; SEEMS VERYTIGHT ALMOST FROZEN REQUIRES EXTRA EFFORE TO DEPRESS FOR IGNITION. FINE ONCE WARM,Unconfirmed,0
46402,37.2,17.89,1166,48136,CLIENT STATES: WHEN CAR SITS OVER NIGHT THE BRAKE PEDAL ISVERY HARD; PLEASE CHECK AND ADVISE,Unconfirmed,0
46402,134.81,11.65,218,17554,"CHECK FOR BRAKE PEDAL BINDING, RELEASING",Unconfirmed,0
46402,10.9,17.89,219,5164,CUSTOMER STATES EVERY MORNING THE BRAKE PEDAL IS HARD TO PUSH DOWN LIKE THE VACUUM ASSIST ISNT WORKING. CONFIRMED STICKING VALVE IN BOOSTER HOSE. REPLACED BRAKE BOOSTER HOSE.,Unconfirmed,0
46402,25.6,22.72,783,20463,CUSTOMER STATES AFTER CAR SITS FOR 2 DAY THE BRAKE PEDEL IS HARD TO PUSH AND ALMOST IMPOSSIBLE TO START. CAR WAS DROPPED OFF FRIDAY NIGHT NEED TO CHECK MONDAY MORNING,Unconfirmed,0
46402,8.75,17.89,156,17851,REMOTE START INOP WHEN COLD BRAKE SWITCH STICKING REPLACEDBRAKE SWITCH,Unconfirmed,0
46402,9.8,22.72,329,14401,C/S VEHICLE INTERMITTENTLY WILL NOT START UNLESS YOU PUSHEXTREMELY HARD ON THE BRAKE PEDAL SO IT REGISTERS. NOT WORKING PROPERLY REPL VACUUM BOOSTER TUBE,Unconfirmed,0
46402,43.5,17.89,5,269,CUSTOMER STATES THAT WHEN GOING TO START THE VEHICLE THE BRAKE PEDAL WILL BE ROCK SOLID AND CAN NOT BE DEPRESSED ANDWILL NOT BE ABLE TO START VEHICLE. AFTER MUTILPLE ATTEMPSVEHICLE WILL EVENTUALLY START. HAS HAPPENED EVERYDAY SINCE 1/1/17 CHECK AND A,Unconfirmed,0
46402,48,0,0,202,AUTO STOP LIGHT ON,Unconfirmed,0
46402,36,17.89,253,11328,"CUSTOMER STATES BRAKE PEDAL IS VERY HARD FIRST THING IN THE MORNING, HE SAYS THAT MESSAGE COMES ON DASH (SHIFTING TOPARK: APPLY BRAKE PEDAL) NOT PRESENT AFTER CAR WARMS UP;ADVISE...",Unconfirmed,0
46402,40,29.6,104,3855,DURING INSPECTION FOUND CRACKS ON VACUUM BOOSTER TUBE,Unconfirmed,0
46402,110.04,0,7,731,SYSTEME ARRET MOTEUR NE FONCTIONNE PAS,Unconfirmed,0
46402,310,0,9,2270,CUSTOMER STATES ENGINE IDLE STOP/START PROBLEM LIGHT IS ONCHECK AND ADVISE,Unconfirmed,0
46402,42.74,18.86,690,14239,CUSTOMER STATES WHEN BRAKING THE BRAKE PEDAL IS TO LOW ANDSANK ALL THE WAY DOWN TO THE FLOOR BEFORE GRAB PLEASE CHECK AND ADVISED,Unconfirmed,0
46402,23,17.77,155,3805,CUSTOMER STATES WHEN STOPPED BRAKE PEDAL CONTINUES TO DROPAND VEHICLE WILL START TO ROLL FORWARD. REPLACED MASTER C YLINDER. REPLACE BRAKE BOOSTER HOSE,Unconfirmed,0
46402,40.36,15.57,0,261,C/C OF BRAKE PEDAL HARD TO PUSH WHEN COLD.,Unconfirmed,0
46402,35.67,10.4,864,10771,PEDALE DE FREINS QUI COLLE 2IEME FOIS EN DEUX SEMAINES,Unconfirmed,0
46402,46,22.72,404,17087,CUSTOMER STATES BRAKE PEDAL GETS HARD AND PUSH BUTTON START DOES NOT WORK,Unconfirmed,0
46402,16.69,9.59,199,6607,BRAKE PEDAL BEING HARD TO DEPRESS SOMETIME CANNOT START VEHICLE,Unconfirmed,0
46402,182,14.85,87,2885,CUSTOMER WAS NOT ABLE TO START THE VEHICLE YESTERDAY - THEBRAKE PEDAL WAS NOT ABLE TO BE PRESSED DOWN TO USE THE KEYLESS START... WAS ABLE TO GET INTO ACESSORY -- BRAKE PEDALJUST KEPT GETTING HARDER AND HARDER TO PRESS. FINALLY FOR CED THE PEDAL DOWN,Unconfirmed,0
46402,11.5,17.89,323,10383,CORRECTION IN SUBMITION REF RO # 575292. REPAIR DUE TO PART FALIURE.  CUSTOMER STATES WHEN COMING TO PICK UP THE VEHICLE FOR BRAKE PEDAL & STARTING ISSUE TO BRAKE PEDAL WAS ROCK SOLID AGAIN AND WOULD NOT START.  TOOK 2 TIMES,Unconfirmed,0
46402,38.7,22.72,171,4607,AFTER LETTING THE VEHICLE SET FOR MORE THAT 2 HOURS; BRAKES ARE HARD TO PUSH TO ACTIVATE SHIFT INTERLOCK (LEAVING OVERNIGHT),Unconfirmed,0
46402,127,0,177,18822,"CUSTOMER STATES THE ""AUTO ENGINE IDLE STOP SYSTEM PROBLEM""LIGHT COMES ON AT TIMES",Unconfirmed,0
46402,33.6,18.86,849,16989,PEDAL SOFT,Unconfirmed,0
46402,179.2,68.17,849,16989,INSTALL PARTS FOR BRAKING CONCERNS,Unconfirmed,0
46402,11.6,17.89,400,19102,G/S BRAKE PEDAL STIFF AT TIMES AND VEHICLE WILL NOT START.REPLACE SOP,Unconfirmed,0
46402,285,0,12,315,C/S AUTO IDLE STOP SYSTEM MALFUNCTION LIGHT COMES ON INTERMIT.,Unconfirmed,0
46402,27,32.04,943,17558,C/S: CUSTOMER STATES THAT ON COLD STARTS; BRAKES ARE STIFF. CANT PRESS DOWN ON IT. AFTER YOU PUMP ON THE PEDAL; EVENTUALLY IT`LL GO DOWN. PLEASE CHECK.,Unconfirmed,0
46402,11.5,17.89,320,10383,CUSTOMER STATES THE VEHICLE WILL NOT START.  FOOT IN ON PEDAL AND IGNITION BUTTON IS BING PUSHED. CAR PUTS MESSAGE UP TO PRESS BRAKE AND PUSH START BUTTON.  TOOK 10 TRYS THISMORNING.,Unconfirmed,0
46402,25,22.72,166,3471,WITHIN WARRANTY GOODWILL-TECHLINE REF# 3909467 -TOLD TO REPLACE VACUUM BOOSTER TUBE WITH CHECK VALVE,Unconfirmed,0
46402,19,25.44,398,12750,C/S BRAKE NOISE//SOP WHILE DRIVING-DID RD TESTED WITH SERVICE MANAGER  VERIFIED NOISE  FURTHER DIAG FOUND HOSE TUBE AT BRAKE BOOSTER IS BENT.  REPLACED BENT TUBES AND TESTDROVE AGAIN  OKAY AT THIS TIME,Unconfirmed,0
46402,101.8,13.48,99,1874,VERIFIER VEHICULE NE DEMARRE PAS,Unconfirmed,0
46402,75,0,3,909,CUSTOMER STATES THAT THE AUTO ENGINE IDLE STOP SYSTEM ICONMESSAGE IS COMING ON,Unconfirmed,0
46402,12.5,17.89,96,5268,AFTER THE MDX SITS THE BRAKE PEDAL WAS IN A FROZEN POSITION AND COULD NOT START THE MDX--HAPPENS OFTEN,Unconfirmed,0
46402,52.5,0,465,27085,C/S THAT THERE IS A BUZZING SOUND AFTER DRIVING VEHICLE FOR 15 MINUTES,Unconfirmed,0
46402,23.4,22.24,634,10081,IN COLD WEATHER ON 2 CONDITIONS THE BRAKE PEDAL WAS VERY HARD TO PUSH IN ORDER TO START VEHICLE.,Unconfirmed,0
46402,27.41,13.48,237,13871,RERPORT ON STIFF BRAKE PEDAL ON FIRST START UP,Unconfirmed,0
46402,21.2,13.96,82,1034,"C/S BRAKE PEDAL HARD AND HIGH AND PUSH START BUTTON TAKES A WHILE TO START UP, CUTSOMER NOTICE IS OK WHEN DEFROST ISTURNED OFF",Unconfirmed,0
46402,34.26,13.48,180,9675,PLEASE INSTALL BRAKE BOOSTER HOSE - CUSTOMER RETURNING FOR PREVIOUSLY DIAGNOSED REPAIR ON RO # 245737 - SOP IN STOCK 11/29/16,Unconfirmed,0
46402,71.87,15.57,435,16466,VERIFIER FREINS RESTE APPLIQUE PEDAL REVIENS PAS CLIENT LEVE PEDAL AVEC SES MAINS,Unconfirmed,0
46402,77,7.08,23,630,/C/S HAVING TO PUMP BRAKE PEDAL IN ORDER TO HAVE A SOLID PEDAL; OTHERWISE IN SPONGY; CONFIRMED SOFT BRAKE PEDAL.  BLED BRAKE SYSTEM. TOPPED OFF FLUID. TEST DROVE. CONFIRMED BRAKE PEDAL  OK. MILEAGE IN 630. MILEAGE OUT 639,Unconfirmed,0
46402,14.82,8.54,851,36739,PEDALE DE FREINS  VA AU FOND,Unconfirmed,0
46402,188.5,0,163,4653,CLIENT REPORTS BRAKE PEDAL WENT TO FLOOR WHEN PRESSING,Unconfirmed,0
46402,21.4,0,299,13767,"INSTALLED KNOWN GOOD BRAKE CHECK VALVE AND FOUND NOT CAUSING NOISE, REF # 3922878",Unconfirmed,0
46402,196,0,5,135,IDLE STOP PROBLEM MESSAGE HAS DISPLAYED A COUPLE TIMES,Unconfirmed,0
46402,10.5,17.89,240,5546,CUSTOMER STATES AT TIME ON FIRST START UP BRAKE PEDAL HARDAND VEHICLE WILL NOT START THIRD TIME IN,Unconfirmed,0
46402,43.43,13.48,460,13467,REPAIR FOR NO CRANK WHEN COLD  HAD TO PRESS HARD ON BRAKE PEDAL,Unconfirmed,0
46402,94.5,17.89,176,7349,"REPAIR  ON COLD MORNINGS; THE BRAKE PEDAL IS ROCK SOLID (FROZEN) AND IS UNABLE TO START THE VEHICLE... AFTER 10-15MINUTES OF TRYING; FINALLY THE BRAKE PEDAL WILL DEPRESS AND THEN THE CAR WILL START SCAN FOR DTC, NO CODE  REPLACE VACUUM TUBE",Unconfirmed,0
46402,144,107.65,368,15591,CUSTOMER STATES THAT IF THE CAR SITS LONGER THAN 30 MINS OR MORE IT IS VERY HARD TO PRESS BRAKE PEDAL DOWN FOR THE PUSH TO START FUNCTION. CHECK AND ADVISE - REPLACED VACUUM BOOST,Unconfirmed,0
46402,39,0,262,7602,C/S VSA LIGHT IS ON; C/S LIGHT CAME ON ABOUT A DAY AGO ANDTHEN TURNED OFF CHECK AND ADVICE,Unconfirmed,0
46402,11.5,17.89,644,19132,VEH WONT START RIGHT AWAY,Unconfirmed,0
46402,18,22.24,4,290,CUSTOMER STATED HE HAS A HARD TIME STARTING THE CAR IN THEMORNING,Unconfirmed,0
46402,40.5,0,2,195,CUSTOMER STATES ONCE YOU DRIVE THE AUTO ENGINE IDLE STOP SYSTEM PROBLEM LIGHTS COME ON,Unconfirmed,0
46402,75,17.89,117,2583,C/S SEVERAL TIMES WHEN THEY TRY TO START THE CAR THE BRAKEPEDAL IS VARY STIFF AND HARD TO PUSH DOWN AND THE CAR WON T START. THEY THEN HAVE TO PRESS VERY HARD; ALMOST STANDING ON IT TO ACTIVATE THE SWITCH TO START THE CAR.,Unconfirmed,0
46402,24.38,22.24,20,827,CUSTOMER STATES THAT HE IS HEARING SOME NOISE WHEN THE CARIS WARM. CUSTOMER STATES THAT WHEN GOING FROM PARK INTO DRIVE; WHILE THE BRAKE PEDAL IS STILL APPLIED AND MOVING SLOWLY FORWARD; THE CUSTOMER CAN HEAR A CRACKLING NOISE. CHECK AND ADVISE,Unconfirmed,0
46402,98,14.85,52,1176,CUSTOMER STATES INTERMITTENTLY (TWO TIMES SINCE THE VEHICLE WAS NEW) UNABLE TO PRESS BRAKE PEDAL TO START VEHICLE; WILL START AFTER SEVERAL ATTEMPTS,Unconfirmed,0
46402,10,22.72,165,6212,"CUSTOMER STATES IN THE AM THE BRAKE PEDAL GOES TO THE FLOOR, AND DOES NOT STOP THE CAR.",Unconfirmed,0
46402,37.8,3.54,271,11081,CUSTOMER STATES THAT THE BRAKE LIGHT CAOME ON IN THE DASHWHILE DRIVING THIS MORNING. IT WENT OFF ON THE WAY HERE THERE WAS ALSO A BRAKE MESSAGE IN THE CENTER CLUSTER DISPLAYTHAT HAD A BRAKE FLUID WARNING,Unconfirmed,0
46402,34.5,0,12,44,"C/S: AFTER BRAKING HARD (CAR PULLED OUT IN FRONT OF THEM),CAR WOULDNT ACCELEARTE FOR A WHILE, LIKE BRAKE WAS STUCK",Unconfirmed,0
46402,187.51,0,6,459,CUSTOMER COMAPLINS OF ENGINE IDLE SYSTEM PROBLEM MESSAGE ON DASH,Unconfirmed,0
46402,21,28.5,607,22868,"C/S: REPORTED A PEDAL DROP WHEN BRAKING THEN IT WOULD KICKBACK. CONFIRMED CUSTOMERS CONCERN. TECHLINE 3881465. INST RUCTED TO REPLACE BRAKE BOOSTER (2ND LEAST EXPENSIVE REPAIR, TECHLINE HAD ALREADY HAD US TRY BOOSTER VAC HOSE)",Unconfirmed,0
46402,121.2,1.41,337,12728,CUST STATES BRAKE LITE INTER ON AND FLUID IS LOW ADVISE,Unconfirmed,0
46402,105,0,61,2029,CUSTOMER STATES VSA; TCS; AND BRAKE LIGHTS ARE ON.,Unconfirmed,0
46402,49.5,0,68,2026,CUSTOMER STATES BRAKE LIGHT ON CS THE LOW BRAKE FLUID LIGHT IS ON,Unconfirmed,0
46402,25,22.24,62,1264,CUSTOMER STATES:BRAKE PEDAL ON FIRST AM START THE BRAKE PEDAL CAN BE SO STIFF THAT THEY CANT PUSH IT DOWN ENOUGH TOSTART THE CAR,Unconfirmed,0
46402,96,3.54,75,5560,C.S THERE ARE A FEW DASH LIGHTS ON TRACTIONLIGHT BRAKE LIGHT AND BRAK SYSTEM LIGHTS ARE ON CHECK AND ADVISE,Unconfirmed,0
46402,20,17.77,155,3016,WHILE DRIVING AND WHEN IT IS HOT OUT; YOU CAN HEAR A CONSTANT SQUEAK/WHINE NOISE; GOES AWAY WHEN YOU APPLY THE BRAKES **** TAC # 3888441,Unconfirmed,0
46402,100.63,17.89,69,4549,CUSTOMER REPORTS WHENEVER THE VEHICLE SITS FOR AN EXTENDEDPERIOD OF TIME THE BRAKE PEDAL BECOMES STIFF TO THE POINTTHAT THE CUSTOMER NEEDS TO USE HER BODY WEIGHT TO PRESS IT HARD ENOUGH TO BE ABLE TO ENGAGE THE STARTER - THIS CANHAPPEN AFTER THE AMOU,Unconfirmed,0
46402,30.2,29.6,14,2746,REPLACED BRAKE BOOSTER CHECK VALVE DUE TO BRAKE PEDAL IS HARD AT COLD START,Unconfirmed,0
46402,19.6,14.48,700,35942,C/S INSTALL SOP PART---SEE JEFF,Unconfirmed,0
46402,16,17.89,61,1551,VEHICLE HESITATED,Unconfirmed,0
46402,24.3,22.24,735,15545,CUSTOMERT STATES CAR WOULD NOT START BRAKE PEDAL REAL HARDTO PUSH DOWN ; BATTERY TESTED OUT OK ADVISE,Unconfirmed,0
46402,243.1,0,11,439,AUTO IDLE STOP LIGHT FLASHING AND AUTO IDLE STOP PROBLEM MESSAGE ON DISPLAY TEST DROVE. CONFIRMED.KINKED BRAEK BOOSER LINE--FREE UP,Unconfirmed,0
46402,34.5,18.86,567,20279,BRAKE BOOSTER VACUUM HOSE IS LEAKING,Unconfirmed,0
46402,540,22.72,10,390,ENGINE IDLE STOP SYSTEM PROBLEM TECHLINE REF # 25149420011,Unconfirmed,0
46402,54,0,124,4393,CUSTOMER STATES BRAKING DISTANCE IS TOO LONG AND FEELS LIKE THE VEHICLE IS NOT GOING TO STOP. CHECK AND ADVISE,Unconfirmed,0
46402,16.92,11.47,788,14555,CHECK AND REPORT ON ENGINE NO START CUSTOMER WAS IN PREVIOUS FOR THIS ISSUE WHEN CUSTOMER LEAVES CAR FOR MORE THEN 8 HOURS AND GOES TO START THE CAR IT WILL NOT START. PREVIOUS ISSUE WAS THAT WHEN THEY PRESS THE START BUTTON IT WILL FLASH 6 TIMES,Unconfirmed,0
46402,50,10.62,53,2737,ALL WARNING LIGHTS WERE ON ALSO STATES LOW BRAKE FLUID MESSAGE WHEN APPLYING BRAKES,Unconfirmed,0
46402,21,0,559,14822,C/S ABS LIGHT IS ON,Unconfirmed,0
46402,138,13.48,397,8428,CUST SAYS ALL THE LIGHTS ARE ON THE DASH & HAVE NO BRAKES;ADVISE...,Unconfirmed,0
46402,195.3,0,522,12830,CUSTOMER STATES THE IDLE SHUT OFF LIGHT COMES ON INTERMITTENTLY WHILE DRIVING. FOUND THE BRAKE SYSTEM WAS INHIBITINGTHE AUTO  IDLE STOP FROM FUNCTIONING.THE BOOSTER SENSOR VACUUM HOSE DISCONNECTED. #3846250,Unconfirmed,0
46402,115,0,87,5241,"CUST STATES 2 DAYS BEFORE CONSOLE DAMAGE, ALL LIGHTS ON NOW, AND LOW BRAKE FLUID LIGHT, CA ME ON. PLEASE CHECK. LOWBRAKE FLUID DUE TO SLIGHT LEAK ON FRONT",Unconfirmed,0
46402,129.38,0,168,5873,CUSTOMER STATES THERE IS A BRAKE FLUID LEAK. FOUND FLUID NEAR ABS MODULATOR. CHECK AND ADVISE.,Unconfirmed,0
46402,37.8,17.89,968,48592,C/S INTERMENT NO START UNLESS TRYS MULTIPLE TIMES THEN HASMULTIPLE MALFUNCTION LIGHT STAYS ON UNTIL RESTARTING,Unconfirmed,0
46402,149.5,0,545,6655,CUSTOMER STATES THE VACCUM IN THE TRUNK HAS NO SUCTION.. PLEASE CHECK AND ADVISE,Unconfirmed,0
46402,29.7,0,112,2310,"CUSTOMER STATES COLLISION SYSTEM WARNING LIGHTS ON AND BRAKE SYSTEM LIGHTS ON. RETRIEVED CODE U300-49, PERFORMED RESET AS NEC. TEST DROVE TO MAKE SURE LIGHTS DID NOT REAPPEAR.",Unconfirmed,0
46402,84,0,101,3133,"C/S ALL WARNING LIGHTS R COMING ON..RETR 12 CODES..CLEAREDCODES..LET SIT AT IDLE AND DROVE..LIGHT BACK ON..RETR COD ES P017, U0416-68 & U0420-68..TECHLNE REF # 3833633..SMOKETESTED..FND HOSE UNDER INTAKE UNPLUGGED..PLUGGED BACK IN. .CLEARED CODES",Unconfirmed,0
46402,87.2,0,21,712,CUSTOMER STATES THE AUTO STOP WILL DISPLAY WHEN DRIVING AND FLASH; WILL NOT RERSET OR GO OFF UNTIL VEHICLE IS RESTARTED; CHECK AND ADVISE,Unconfirmed,0
46402,21.75,21.41,914,22891,"BRAKE PEDAL GETS HARD AND WHEN SITTING AND NOT RUNNING,",Unconfirmed,0
46402,20,21.41,157,8829,CUST STATES HE HAS PUSH THE START BUTTON MORE THAN ONCE TOSTART THE CAR. INTERMITTANT.,Unconfirmed,0
46402,75.6,0,31,1143,CLIENT STATES THAT MULTIPLE WARNING INDICATORS CAME ON TODAY; BRAKE FLUID LOW; EPS POWER STEERING PROBLEM; ACC ADAPTIVE CRUISE CONTROL PROBLEM; HILL START PROBLEM; ROAD DEPARTURE MITIGATION PROBLEM; ETC.-- RESECURE BRAKE LINE AT MASTER CYLINDER,Unconfirmed,0
46402,13.5,17.22,67,924,"CUSTOMER STATES TODAY THE CAR WOULD NOT START AND THE PRESS BRAKE PETAL LIGHT WAS ON, CUSTOMER STATES THE BRAKE PETAL WAS HARDER THAN NORMAL TO PRESS BUT WAS DEPRESSED AND THE CAR WOULD STILL NOT START, CHECK AND ADVISE",Unconfirmed,0
46402,53.96,27.46,784,34069,CUSTOMER STATES VEHICLE WILL NOT START DURING COLDER TEMPERATURES - REFER TO RO#: 83608 TECHLINE 3800696) *BRAKEPEDAL IS EXTREMELY STIFF*,Unconfirmed,0
46402,22,13.44,184,5703,BRAKE PEDAL WILL NOT PRESS WHEN COLD,Unconfirmed,0
46402,30.2,28.49,1062,18286,INSTALL S/O BRAKE BOOSTER VACUUM TUBE FOR HARD BRAKE PEDAL,Unconfirmed,0
46402,10,21.87,182,7496,C/S YOU HAVE TO PRESS BRAKE PEDAL REALLY HARD TO START (TODUPLICATE VEHICLE SIT OVER NIGHT),Unconfirmed,0
46402,24,28.49,415,19932,CUSTOMER STATES THE VEHICLE SHIFTER WILL NOT COME OUT OF PARK. HAS TO APPLY A LOT OF FORCE TO MOVE THE SHIFTER. FOUND VEHICLE SHIFTER BUTTON NOT RELEASING TO LET VEHICLE OUT OF PARK.,Unconfirmed,0
46402,49.98,0,24,765,C/S THAT THERE IS A FLUID LEAKING FROM THE VEHICLE. CK ANDADV,Unconfirmed,0
46402,25,28.49,877,47306,CUST STATES THE BRAKE PEDAL IS HARD AND CAN NOT BE PRESSEDDOWN CHECK AND ADVISE,Unconfirmed,0
46402,105,0,42,1222,C/S THE IDLE ENGINE STOP PROBLEM INDICATOR GOES ON AND OFF; TRACED CODE BACK TO ENGINE IDLE STOP PROBLEM DUE TO POORVACUUM FROM A FAULTY CONNECTION OF A BRAKE BOOSTER HOSE;  REINSTALLED THE BRAKE BOOSTER HOSE AND CLEARED INDICATOR AS NEEDED,Unconfirmed,0
46402,52.8,17.22,43,1112,CUSTOMER STATES CAR WOULD NOT START 2 TIMES. BRAKE PEDAL HAD NO GIVE (DID NOT GO DOWN); AND MESSAGE TO HOLD KEY CLOSE TO THE IGNITION START BUTTON CAME UP WHEN KEY WAS IN CAR. CHECK AND ADVISE,Unconfirmed,0
46402,25,99.56,369,13861,CUSTOMER STATES THAT THE AUTO IDLE STOP ISON CHECK AND ADVISE,Unconfirmed,0
46402,145.6,84.55,46,1109,CLIENT STATES BRAKES KEEP LOCKING UP ON,Unconfirmed,0
46402,153.6,3.59,23,515,CUSTOMER STATES LOW BRAKE FLUID LIGHT IS ON,Unconfirmed,0
46402,23.8,13.94,962,20162,CUSTOMER STATES WHEN IT IS COLD AND RELEASING THE BRAKE FROM A STOP  THERE IS A CLUNK NOISE FOLLOWED BY A GRINDING NOISE BEFORE ACCELERATING  ADVISE,Unconfirmed,0
46402,39.74,18.11,1119,36109,ON VERY COLD DAYS THE BRAKE PEDLE WILL STICK CUST WILL HAVE TO PRESS REALLY HARD ON THE PEDLE A FEW TIMES AND IT SEEMS TO WORK FINE AFTER THAT,Unconfirmed,0
46402,12,17.22,225,6554,"CUSTOMER STATES INTERMITTENTLY WHEN FIRST STARTING CAR, MESSAGE ON DASH SAYS SHIFTING TO PARK, PRESS BRAKE; BRAKE BOOSTER HOSE AND CHECK VALVE ORDERED; PLEASE REPLACE UNDER WARRANTY AS NEEDED",Unconfirmed,0
46402,13,17.22,870,31899,SOP PART IN BOOSTER VALVE,Unconfirmed,0
46402,24,21.87,890,5418,C/S INTERMITTENTLY THEY CANNOT PUSH DOWN BRAKE PEDAL WHILECAR IS OFF AND IT WILL NOT START. HAPPENS MORE WHEN COLD,Unconfirmed,0
46402,19.6,21.87,1090,33345,CUSTOMER REQUEST REPAIR TO ELIMINATE STIFF BRAKE PETAL ON COLD START,Unconfirmed,0
46402,149.5,86.41,26,2443,CUSTOMER STATES VEHICLE WILL NOT START WHEN TO COLD (MORNING)AFTER A FEW TIMES BRAKE PEDAL GETS STIFF AND HADS TO BEPUMPED EXTREMY HARD IN ORDER TO START CHECK AND ADV,Unconfirmed,0
46402,11.5,21.87,26,2443,"*FIXED PER TECHLINE --CUSTOMER STATES VEHICLE WILL NOT START WHEN TOO COLD, AFTER A FEW TIMES BRAKE PEDAL GETS STIFFAND HAS TO BE PUMPED EXTREMELY HARD IN ORDER TO START CHE CK AND ADVISE",Unconfirmed,0
46402,24.2,13.44,389,13773,"CUSTOMER STATES AFTER VEHICLE HAS SAT OVERNIGHT, WHEN ATTEMPTING TO PRESS BRAKE PEDAL TO START VEHICLE, BRAKE PEDALIS EXTREMELY DIFFICULT TO PRESS LIKE TOO MUCH PRESSURE ISINBRAKE PEDAL AND BECAUSE BRAKE PEDAL CANNOT BE PRESSED,VEH ICLE WILL NOT STAR",Unconfirmed,0
46402,87.5,0,13,526,WARNING LIGHTS COMING ON - BRAKE FLUID LOW; HILL START ASSIST; TSA; AND EPS WARNINGS ALL COMING ON,Unconfirmed,0
46402,118.8,18.21,1103,32528,CHECK ENGINE LIGHT ON,Unconfirmed,0
46402,14.5,17.22,872,47160,CUSTOMER CONCERNED WITH THE BRAKE PEDAL WAS HARD TO DEPRESS AND THE VEHICLE WOULD NOT START. THIS HAS HAPPENED TWICEON COLD MORNINGS CHECK AND ADVISE. (THE CLIENT CYCLED THEKEYLESS REMOTE LOCK AND UNLOCK THEN THE VEHICLE STARTED),Unconfirmed,0
46402,11.5,21.87,40,1664,CUSTOMER STATES IDLE ISSUE WITH BRAKE PEDAL ON,Unconfirmed,0
46402,34.5,0,40,1664,CUSTOMER STATES IDLE ISSUE WITH BRAKE PEDAL ON,Unconfirmed,0
46402,115,7.79,0,7,VIBRATION IN FRONT OF THE CAR BUZZ IN FRONT OF CENTER DASH..,Unconfirmed,0
46402,172.5,0,0,97,REMOVE WIRE HARNESS FOR THE VACUUM CLEANER TO WORK AT THE CAR SHOW,Unconfirmed,0
46402,11.9,17.22,94,7271,CLIENT STATES THAT THE BRAKE PEDAL IS VERY HARD IN AM ON FIRST TRY. VERIFIED CLIENT CONCERN AND FOUND BRAKE BOOSTER CHECK VALVE FAULTY. REPLACED CHECK VALVE/HOSE ASSY. CONFIRMED ALL OK AT THIS TIME.,Unconfirmed,0
46402,27,21.41,84,3873,NOISE WHEN BRAKING,Unconfirmed,0
46402,52,0,18,914,C/S BRAKE FLUID LOW WARNING ON/ SEES LEAK ON GROUND. FOUNDBRAKE LINE FITTINGS NEEDED TIGHTENED/ CLEANED VSA MODULE. RETESTED OK.,Unconfirmed,0
46402,162.5,90.13,590,37176,BRAKE PEDEL VERY HARD TO PUSH TO GET THE CAR STARTED. REPLVACUUM BOOSTER PER TECH LINE RECOMMENDATION,Unconfirmed,0
46402,12,17.22,57,2186,CUSTOMER STATES BRAKE PEDAL IS VERY HARD AT TIMES AND IT IS HARD TO START VEHICLE AS A RESULT; ADVISE...,Unconfirmed,0
