HM Claim Recognition Date (yyyy/mm/dd),HM Fiscal Month (yyyy/mm),Model Year,Manufacturing plant code,Manufacturing plant code name,Series Code,Series Name,VIN,Transmission Class(Description),Transmission Type Code,Transmission Serial No.,Failed Part No. (1-5),Reference Parts Name,Replacement Part No. (1-13),Replacement Part Name,Quantity of Replaced Parts,Quantity of Replaced Parts Total,Repair Dealer No.,Local Claim No.,HM Claim No.,Customer Voice,Defect Code,Defect Name,Repair Order Date (yyyy/mm/dd),Production Date (yyyy/mm/dd),Mileage (Mile),Applying Country Code,Applying Country Name,Approved Freight Total Amount (USD),Approved Labor Cost Total Amount (USD),Approved Material Total Amount (USD),Approved Part Total Amount (USD),Approved PLCA Total Amount (USD),Approved Sublet Total Amount (USD),Approved Tax Total Amount (USD),Approved Total Amount (USD),Total FRT,Debit/Credit,Debit/Credit Name,Debit/Credit Reason Description
2017-03-10,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011684,9AT,Q5LH,183061,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,1,67440,0015102988,239220170310000036,MARCIE AVANTI NON SI INSERISCONO FUNZIONA SOLO LA RETROMARCIA MARCIE AVANTI NON FUNZIONANO,03214,Erroneous operation,2017-02-27,2016-10-31,156,ITA,Italy,0,221.24,208.38,1158.07,633.11,0.0,0,2220.82,5.5,1,Regular,
2017-03-13,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870GU010032,9AT,Q5LH,170240,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,00836,0015099610,245220170313000127,\LVERLUST AM AUTOMAT,01102,Deteriorated,2017-03-07,2016-09-23,4011,CHE,Switzerland,0,100.5,0.0,24.89,12.92,0.0,0,138.3,0.6,1,Regular,
2017-03-15,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013577,9AT,Q5LH,206205,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR34023,0015094830,20T220170315000051,"ARAC SANZIMAN YAGI KACIRIYOR, MOTOR ARIZA IKAZI YANIYOR 1000 KM BAKIMI YAPILACAK, MOTOR ARIZA IKAZI YANIYOR",09999,For phenomena other than those stipulated.,2017-03-03,2016-11-24,713,TUR,Turkey,0,48.85,7.41,151.79,103.15,0.0,0,311.23,1.5,1,Regular,
2017-03-17,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU529927,9AT,Q5LH,122143,6224,"KIT,OIL COOLER",062245LH000,"KIT,OIL COOLER",1,5,00819,0015054931,247220170317000055,SL?R I V?XLARNA L?CKER OLJA MOMENTOMVANDLARHUS O KYLARPAKET,01102,Deteriorated,2017-02-24,2016-03-18,9634,SWE,Sweden,0,81.97,0.0,214.39,87.68,0.0,0,384.06,1.1,1,Regular,
2017-03-18,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU514726,9AT,Q5LH,75210,6230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,1,TR06013,0015125263,20T220170318000096,"SOL #N AKS K#R""]"" YA] SIZDIRIYOR. 20.000 KM BAKIM KONTROLLER$NDE SOL #N AKS K#R""]""N""N YA] KA[IRDI]I TESP$T ED$LD$.",02101,Torn or split,2017-02-21,2015-09-28,15841,TUR,Turkey,0,33.02,0.0,25.05,17.03,0.0,0,75.11,1.0,1,Regular,
2017-03-20,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU516326,9AT,Q5LH,79938,6222,"KIT,HYDRAULIC CON",062805LHE11,"UNIT ASSY,TRNS CO",1,1,116227,0015110680,201220170320000516,GETRIEBE H[NGT SICH IMMER WIEDER AUF,-----,,2017-03-09,2015-10-13,19377,DEU,Germany,0,105.07,0.0,285.87,139.79,0.0,0,530.75,1.7,1,Regular,
2017-03-21,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU008964,9AT,Q5LH,166621,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR20033,0015126782,20T220170321000242,@ANZIMAN YA] KACA]I VAR,09999,For phenomena other than those stipulated.,2017-03-13,2016-08-08,3334,TUR,Turkey,0,19.82,0.0,28.97,19.69,0.0,0,68.49,0.6,1,Regular,
2017-03-22,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU506718,9AT,Q5LH,38530,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,28009,0015056002,293220170308000079,SUSTITUIR JUEGO DE TRANSMISION COMPLETO SEGUN INDICACIONES DE HME EN TESS ID 312795,-----,,2017-01-25,2015-06-16,9923,ESP,Spain,0,393.9,0.0,3685.04,1930.95,0.0,0,6009.91,6.1,1,Regular,
2017-03-22,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU530470,9AT,Q5LH,124273,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,7,00406,0014686862,247220170227000053,"FELKOD P07E4 UNABLE TO ENGAGE PARK OCH P0810 CLUTCH POSITION CONTROL ERROR TESS ID 285214 V?XELL?DA V?XLAR INTE S? MJUKT SOM TIDIGARE, TVEKAR, SLIRAR P? 5:ANS V?XEL  KUGGHJULET LYSER I INSTRUMENTET",-----,,2016-09-05,2016-03-24,4268,SWE,Sweden,0,663.67,0.0,3903.05,1596.36,0.0,0,6163.09,6.9,1,Regular,
2017-03-22,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU520744,9AT,Q5LH,91063,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,3,TR54023,0014841431,20T220170307000215,"ARA[TA P2711 DTC KODU DEFALARCA G#R""NT""LEND$. MAR$S KODA Y#NEL$K ARIZA YAPILMI@TIR. H$DROL$K KONTROL ""N$TES$N$N DE]$@MES$ GEREK$YOR.",03214,Erroneous operation,2016-11-24,2015-12-03,18918,TUR,Turkey,0,182.24,0.0,1059.72,720.18,0.0,0,1962.16,5.5,1,Regular,
2017-03-23,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU513477,9AT,Q5LH,70979,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,8,102071,0015113276,201220170316000244,AUTOMATIKGETRIEBE MACHT METALLISCHE GER[USCHE. SCHALTET RUCKARTIG. MOTOR DREHT HOCH.,01101,Permanent set-in fatigue,2017-03-09,2015-09-16,21209,DEU,Germany,0,314.37,21.57,3849.1,1882.21,0.0,0,6067.27,6.7,1,Regular,
2017-03-23,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU530813,9AT,Q5LH,126186,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,2,106703,0015024922,201220170315000180,ABNORMALES VIBRATIONSGER[USCH AUS DEM GETRIEBE !  AUTOMATIKGETRIEBE MUSS ERNEUERT WERDEN ! VORGEHENSWEISE MIT TESS ABGEKL[RT TESS ID 312883,-----,,2017-02-15,2016-03-30,7730,DEU,Germany,0,473.74,0.0,4127.98,2018.58,0.0,0,6620.3,6.1,1,Regular,
2017-03-23,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU530813,9AT,Q5LH,126186,6201,"KIT,AT-TRNS",062275LH000,"KIT,TRQ/CONV",1,2,106703,0015024922,201220170315000180,ABNORMALES VIBRATIONSGER[USCH AUS DEM GETRIEBE !  AUTOMATIKGETRIEBE MUSS ERNEUERT WERDEN ! VORGEHENSWEISE MIT TESS ABGEKL[RT TESS ID 312883,-----,,2017-02-15,2016-03-30,7730,DEU,Germany,0,473.74,0.0,4127.98,2018.58,0.0,0,6620.3,6.1,1,Regular,
2017-04-03,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU506942,9AT,Q5LH,27789,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,2,118418,0015180415,201220170331000632,GETRIEBE SCHALTET NICHT. FEHLERLAMPE IST AN. DTC P170A IST GESETZT,-----,,2017-03-23,2015-06-23,14750,DEU,Germany,0,403.72,0.0,3669.79,1794.53,0.0,0,5868.05,6.1,1,Regular,
2017-04-03,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU518302,9AT,Q5LH,84157,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,2,642941,0015037296,207220170323000171,FUITE DHUILE AU NIVEAU DE LA JONCTION DES 2 CARTERS,-----,,2017-02-21,2015-11-04,16698,FRA,France,0,423.26,0.0,3674.58,1959.65,57.72,0,6115.22,6.1,1,Regular,
2017-04-04,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013988,9AT,Q5LH,201466,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR34103,0015124822,20T220170404000207,MOTOR ARIZA LAMBASI YANIYOR,00401,Distorted,2017-03-13,2016-11-29,4626,TUR,Turkey,0,19.64,12.13,96.29,65.44,0.0,0,193.51,0.6,1,Regular,
2017-04-05,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU014969,9AT,Q5LH,210268,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,HOW197 0,0015176849,202220170405000832,EXCESSIVE OIL LEAK FROM AUTO GEARBOX CASING. VEHICLE ALSO EXPERIENCING NOISE AND FEELS LIKE IT IS BEING HELD BACK. PLEASE SEE TESS NO 317332,00401,Distorted,2017-03-22,2016-12-09,1472,GBR,United Kingdom,0,127.4,220.85,55.94,12.28,0.0,0,416.49,1.6,1,Regular,
2017-04-05,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU012374,9AT,Q5LH,197247,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,114575,0015207836,201220170405000627,FAHRZEUG ANGESCHLEPPT P-STELLUNG GETRIEBE BLINKT FEHLERCODE P0613 + P07BE,06401,Short circuit,2017-03-29,2016-11-11,188,DEU,Germany,0,136.15,0.0,284.0,138.87,0.0,0,559.03,1.7,1,Regular,
2017-04-10,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850FU513791,9AT,Q5LH,71014,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,25,GRE119 0,0014979163,202220170410000789,"CUSTOMER COMPLAINED OF GEARBOX WILL NOT ENGAUGE DRIVE. TESS NO: 309882 > ONLY ORDERED 4 LITRES OF ATF WHICH IS FOR CHANGE NOT OVERHAUL, ADDED 2 MORE LITRES ON ADDITIONS AS PER CONVERSATION WITH CARL SWANSON. THANKS.",-----,,2017-02-03,2015-09-18,8383,GBR,United Kingdom,0,990.11,146.46,1407.45,308.79,0.0,0,2852.81,12.5,1,Regular,
2017-04-10,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850FU513791,9AT,Q5LH,71014,6222,"KIT,HYDRAULIC CON",062245LH000,"KIT,OIL COOLER",1,25,GRE119 0,0014979163,202220170410000789,"CUSTOMER COMPLAINED OF GEARBOX WILL NOT ENGAUGE DRIVE. TESS NO: 309882 > ONLY ORDERED 4 LITRES OF ATF WHICH IS FOR CHANGE NOT OVERHAUL, ADDED 2 MORE LITRES ON ADDITIONS AS PER CONVERSATION WITH CARL SWANSON. THANKS.",-----,,2017-02-03,2015-09-18,8383,GBR,United Kingdom,0,990.11,146.46,1407.45,308.79,0.0,0,2852.81,12.5,1,Regular,
2017-04-10,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU525697,9AT,Q5LH,106566,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,106206,0015098768,201220170403000287,GER[USCHE BEIM FAHREN / P170A / TECHNISCHE ANFRAGE LIEGT VOR / GETRIEBE MUSS ERS WERDEN GER[USCHE BEIM FAHREN,-----,,2017-03-07,2016-02-03,6527,DEU,Germany,0,451.71,0.0,3609.5,1765.05,0.0,0,5826.27,6.1,1,Regular,
2017-04-10,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013242,9AT,Q5LH,168854,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,3,TR34033,0015191013,20T220170410000342,ARACIN ALTINDAN YA] DAMLAMI@ ARACIN ALTINDAN YA] DAMLAMI@,07404,Poor assembly,2017-03-25,2016-11-19,1220,TUR,Turkey,0,19.47,0.0,61.98,42.12,0.0,0,123.58,0.6,1,Regular,
2017-04-11,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013865,9AT,Q5LH,206157,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,ROW122 0,0015234489,202220170411000188,TRANSMISSION CASING LEAKING,-----,,2017-04-04,2016-11-28,4632,GBR,United Kingdom,0,47.7,0.0,35.25,7.73,0.0,0,90.71,0.6,1,Regular,
2017-04-14,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU012382,9AT,Q5LH,199246,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,02298,0015075442,245B20170414000001,IL CAMBIO NON FUNZIONA CORRETTAMENTE CAMBIO MARCE NON CORRETTO E SPIA MIL ACCESA,-----,,2017-02-23,2016-11-11,2018,CHE,Switzerland,0,241.03,0.0,249.58,129.46,0.0,0,620.08,0.0,1,Regular,
2017-04-17,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU509891,9AT,Q5LH,63056,6230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,1,TR54023,0014989789,20T220170417000226,ARACIN SOL AKS KE[ES$NDEN YA] KA[A]I TESP$T ED$LD$,03214,Erroneous operation,2017-02-09,2015-07-28,21953,TUR,Turkey,0,74.91,1.04,24.71,16.79,0.0,0,117.47,2.3,1,Regular,
2017-04-19,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014575,9AT,Q5LH,211229,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR34153,0015285045,20T220170419000042,@ANZUMANDA VURULTU VAR,00401,Distorted,2017-04-14,2016-12-06,1650,TUR,Turkey,0,19.74,148.64,28.85,19.61,0.0,0,216.86,0.6,1,Regular,
2017-04-21,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU504838,9AT,Q5LH,29194,6280,"UNIT ASSY,TRNS CO",062805LHE11,"UNIT ASSY,TRNS CO",1,1,116215,0015289575,201220170421000099,"AKTUELLE SOFTWARE IM STEUERGER[T, STEUERGER[T DEFEKT.",-----,,2017-04-18,2015-05-14,24825,DEU,Germany,0,112.95,0.0,289.29,141.46,0.0,0,543.71,1.7,1,Regular,
2017-04-24,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU014967,9AT,Q5LH,208768,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,CLO551 0,0015300213,202220170424001254,INVESTIGATE GEARBOX OIL LEAK,-----,,2017-04-19,2016-12-09,2585,GBR,United Kingdom,0,95.82,180.37,29.05,6.38,0.0,0,311.61,1.1,1,Regular,
2017-04-24,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU018170,9AT,Q5LH,225087,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,5,0238,0015222697,250220170424000052,LE MOTEUR DEMARRE MAIS LA POSOTION P CLIGNOTE AU TABLEAU DE BORD ET ON SAIT PAS METTRE UNE VITESSE. APRES DEPISTAGE DE PANNE IL FAUT REMPLACER L'UNITE DE COMMANDE HYDRAULIQUE.,-----,,2017-03-31,2017-02-21,385,BEL,Belgium,0,268.42,355.0,1283.89,697.92,0.0,0,2605.25,5.5,1,Regular,
2017-04-24,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU018170,9AT,Q5LH,225087,6222,"KIT,HYDRAULIC CON",062245LH000,"KIT,OIL COOLER",1,5,0238,0015222697,250220170424000052,LE MOTEUR DEMARRE MAIS LA POSOTION P CLIGNOTE AU TABLEAU DE BORD ET ON SAIT PAS METTRE UNE VITESSE. APRES DEPISTAGE DE PANNE IL FAUT REMPLACER L'UNITE DE COMMANDE HYDRAULIQUE.,-----,,2017-03-31,2017-02-21,385,BEL,Belgium,0,268.42,355.0,1283.89,697.92,0.0,0,2605.25,5.5,1,Regular,
2017-04-25,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU009248,9AT,Q5LH,166703,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,002,61470420D8,614220170425000013,FUITE D'HUILE AU NIVEAU DE BOITE VITESSE,-----,,2017-03-23,2016-08-31,1040,MAR,Morocco,0,6.19,0.0,62.43,66.21,0.0,0,134.84,0.6,1,Regular,
2017-04-26,201704,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU523228,9AT,Q5LH,97518,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,118408,0015253678,201220170426000193,FAHRZEUG GEHT IN DEN NOTLAUF FEHLERCODE P061B  TESSANFRAGE 319400 LAMPE LEUCHTET FAHRZEUG RUCKELT,03214,Erroneous operation,2017-04-07,2016-01-11,3594,DEU,Germany,0,115.27,0.0,295.21,144.36,0.0,0,554.85,1.7,1,Regular,
2017-04-26,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU001113,9AT,Q5LH,141020,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,725839,0015300919,207220170426000256,FUITE D'HUILE DE BOITE.  JOINT DE PLAQUE LATERALE COUPE,01102,Deteriorated,2017-04-19,2016-05-18,7759,FRA,France,0,47.37,64.19,31.9,17.01,0.0,0,160.49,0.6,1,Regular,
2017-04-26,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012029,9AT,Q5LH,194994,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR34103,0015278735,20T220170426000130,ARAC CEKICI ILE GELDI YAG KACAGI VAR,00401,Distorted,2017-04-13,2016-11-08,783,TUR,Turkey,0,20.13,0.0,98.95,67.25,35.75,0,222.09,0.6,1,Regular,
2017-04-27,201704,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU012001,9AT,Q5LH,183023,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,8,TR27033,0015256888,20T220170427000728,"ARACIN @ANZUMAN ARKASINDAK$ K""[""K KAPAK OR$NG$NDE YIRTIK OLUP @ANZUMAN YA]I TAMAMEN ARACIN ALTINI YA] ETM$@ OLUP BU KAPA]IN DE]$@MES$ GEREKMEKTED$R. ARACIMI BIRAKTI]IM YERDE YA] KALINTILARI OLUYOR VE ARACIMIN @ANZUMAN ARIZA LAMBASI YANIYOR",08001,Incorrect assembly,2017-04-08,2016-11-08,1112,TUR,Turkey,0,20.07,0.0,131.27,89.21,0.0,0,240.57,0.6,1,Regular,
2017-04-28,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011321,9AT,Q5LH,187446,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR06013,0015288343,20T220170428000405,"SEY$R HAL$NDE ARA[TA SARSINTI VAR M""@TER$ ARA[TA TEKLEME VE SARSILMA OLDU]UNU $FADE ED$YOR.",00401,Distorted,2017-04-05,2016-10-25,2687,TUR,Turkey,0,19.98,123.21,29.22,19.86,0.0,0,192.29,0.6,1,Regular,
2017-05-01,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU515679,9AT,Q5LH,75750,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,2,BAN281 0,0015236674,202220170501002312,CHECK AND REPORT ON EML APPEARING ON DASH. TESS TRACK:318872,-----,,2017-04-03,2015-10-07,11870,GBR,United Kingdom,0,484.49,157.32,1105.18,242.47,0.0,0,1989.48,5.5,1,Regular,
2017-05-01,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU532273,9AT,Q5LH,132191,6230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,1,HUG028 0,0015264050,202220170501002303,CUSTOMER COMPLAINT OF N/S DRIVESHAFT OIL SEAL LEAKING,-----,,2017-04-10,2016-04-14,7078,GBR,United Kingdom,0,81.61,0.0,25.41,5.56,0.0,0,112.6,1.0,1,Regular,
2017-05-02,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014199,9AT,Q5LH,202258,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,107497,0015329296,201220170502000210,"UNDICHTHEIT AM GETRIEBE \LFLECKEN UNTER DEM FAHRZEUG, UNTERBODEN STARK VER\LT",01701,Hairline fracture,2017-04-25,2016-11-30,3813,DEU,Germany,0,46.05,0.0,29.33,14.34,0.0,0,89.73,0.6,1,Regular,
2017-05-03,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU516076,9AT,Q5LH,80291,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,116227,0015332224,201220170503000543,"GETRIEBESTEUERGER[T MUSS GETSCUHT WERDEN, TROTZ MEHRACHEN UPDATES KOMMT IMMER WARNLAMPE",-----,,2017-04-26,2015-10-12,17509,DEU,Germany,0,107.61,0.0,297.16,145.31,0.0,0,550.09,1.7,1,Regular,
2017-05-05,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU504648,9AT,Q5LH,27684,6235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,2,TR46023,0015328318,20T220170505000291,SERV$S TARAFINDAN YAPILAN KONTROLLERDE ARACIN @ANZIMAN ALT KISMINDA YA] KA[A]I OLDU]U TESP$T ED$LD$. ARACIN @ANZIMANINDA YA] KA[A]I VAR.,07407,Insufficient sealing material,2017-04-25,2015-05-11,12863,TUR,Turkey,0,64.75,0.0,41.23,28.02,0.0,0,134.0,1.9,1,Regular,
2017-05-06,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870GU005692,9AT,Q5LH,153950,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,00707,0015357164,247220170506000010,OLJEL?CKAGE FR?N SIDAN AV V-L?DAN,-----,,2017-04-12,2016-07-02,1820,SWE,Sweden,0,75.97,259.15,34.04,13.91,0.0,0,383.09,0.6,1,Regular,
2017-05-06,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU014912,9AT,Q5LH,210817,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR34043,0015350794,20T220170506000126,"@ANZIMAN YAN KAPAKTAN GELEN YA] KONTROL ED$LD$ M""@TER$ BEYANINA G#RE ARACIN ALTINDAN YA] DAMLIYOR",00401,Distorted,2017-04-28,2016-12-07,269,TUR,Turkey,0,20.21,0.0,99.53,67.64,135.44,0,322.84,0.6,1,Regular,
2017-05-10,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU520585,9AT,Q5LH,86602,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,4,TR34063,0015165199,20T220170405000225,ARA[ SEY$R HAL$NDE G$DERKEN @ANZIMAN $KAZI [IKMI@.ARA[ HAREKETS$Z KALMI@. [EK$C$ $LE SERV$S$M$ZEME GELD$. ARA[ SEY$R HAL$NDE G$DERKEN @ANZIMAN $KAZI [IKMI@.ARA[ HAREKETS$Z KALMI@. [EK$C$ $LE SERV$S$M$ZEME GELD$.,00401,Distorted,2017-03-21,2015-12-02,11564,TUR,Turkey,0,203.91,167.13,3750.48,2548.82,79.47,0,6749.83,6.1,1,Regular,
2017-05-10,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU001133,9AT,Q5LH,139539,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,43,107976 9,0015292662,201220170428000600,"GETRIEBE SCHALTET ZEITWEISE NICHT, ODER FALSCH.  LAUT TECHNIK - CENTER SOLL DAS GETRIEBE KOMPLETT GETAUSCHT WERDEN. TESS ID 318667",-----,,2017-03-29,2016-05-18,2503,DEU,Germany,0,531.71,0.0,3843.07,1879.27,0.0,0,6254.07,6.1,1,Regular,
2017-05-11,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU524331,9AT,Q5LH,102819,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,00315,0015141431,247220170511000157,"BIL SLUTAR ATT DRA, FUNKAR EJ V?XLING EFTER",-----,,2017-03-15,2016-01-21,18959,SWE,Sweden,0,157.4,0.0,328.65,134.41,0.0,0,620.48,1.7,1,Regular,
2017-05-12,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU004980,9AT,Q5LH,148996,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,00423,0015311838,247220170512000129,"KUNDKLAGOM?L: HAR SETT NU UNDER DOM SENASTE DAGARNA ATT DET HAR BLIVIT BL?TT P? MARKEN D?R HEMMA. KANSKE ?R FR?N A/CN MEN VILL ?ND? F? KOLLAT.  FELS?KNING: KOLLAT L?CKAGE,L?CKAGE FR?N SIDAN AV V-L?DA, K?PPAKET SKA BYTAS",02101,Torn or split,2017-04-20,2016-06-28,5224,SWE,Sweden,0,58.6,0.0,61.45,25.13,0.0,0,145.19,0.6,1,Regular,
2017-05-15,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU016117,9AT,Q5LH,215376,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,DER150 0,0015365581,202220170515001704,GEARBOX SIDE PLATE IS LEAKING OIL FROM COVER  NOTE SPECIAL GEAR OIL NEEDED FOR THIS VEHICLE OIL UNDER THE CAR,-----,,2017-05-03,2017-01-09,2100,GBR,United Kingdom,0,52.58,317.58,29.23,6.42,0.0,0,405.82,0.6,1,Regular,
2017-05-17,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013596,9AT,Q5LH,206163,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,TR34023,0015383033,20T220170517000038,P0613 TCM $@LEMC$ KODU VER$YOR ARA[ V$TESE GE[M$YOR,00401,Distorted,2017-05-04,2016-11-24,1579,TUR,Turkey,0,57.86,0.0,301.22,204.71,36.63,0,600.42,1.7,1,Regular,
2017-05-17,201705,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU016034,9AT,Q5LH,212248,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR34043,0015386921,20T220170517000037,"@ANZIMAN YAN KAPAK KISMINDAN YA] GEL$YOR, ARA[ YA]SIZ KALDI]INDAN STOP ETM$@. M""@TER$ $FADES$NE G#RE ARA[ YOLDA B$R ANDA GAZA KES$P ARA[ YAV@LAYIP STOP ETM$@, ARA[ [EK$C$ $LE GELD$.",00401,Distorted,2017-05-09,2017-01-06,526,TUR,Turkey,0,183.79,6.23,100.59,68.36,359.72,0,718.69,5.4,1,Regular,
2017-05-18,201705,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU524236,9AT,Q5LH,99205,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,DON346 0,0015396235,202220170518000657,"VEHICLE RECOVERED WITH KEY AND FOUR WHEEL DRIVE LOCKED,  WARNING LIGHTS AND DASH. ATM RELATED",-----,,2017-05-08,2016-01-20,11599,GBR,United Kingdom,0,192.59,0.0,292.33,64.13,0.0,0,549.06,2.7,1,Regular,
